Date,Income,Food,Travel,Clothes,Others
2025-06-01,892,,100,,0,,0,,16,bsnl data extend
2025-06-02,0,,60,,0,,0,,0,
2025-06-03,20000,,620,,0,,0,,140,
2025-06-04,0,,0,,0,,11000,
2025-06-05,0,,800,,0,,0,
2025-06-06,0,,120,,0,,0,
2025-06-07,150,,60,,190,,0,
2025-06-08,0,,0,,150,,3200,
2025-06-09,0,,65,,285,,0,
2025-06-10,0,
2025-06-11,0,

